brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
奔驰,威霆,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e7346a1cf2bb49f38ca79f8dadc50b76~tplv-resize:640:0.png,1632,"[26.48, 23.38]",福建奔驰,229,中大型MPV,汽油,2023.05,3年或6万公里
凯迪拉克,凯迪拉克XT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/34121f151dfa4523a4d827d0d3ea7a3e~tplv-resize:640:0.png,1617,"[33.87, 23.87]",上汽通用凯迪拉克,230,中型SUV,48V轻混系统,2023.09,3年不限公里
沃尔沃,沃尔沃XC40,https://p9-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,1610,"[26.5, 18.5]",沃尔沃亚太,231,紧凑型SUV,48V轻混系统,2024.06,3年不限公里
别克,君越,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d46a7ee58b8a41ac8a6872614bd23172~tplv-resize:640:0.png,1609,"[19.73, 13.73]",上汽通用别克,232,中型车,48V轻混系统,2024.04,3年或10万公里
坦克,坦克700 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dba086fd7b2f4b1ebf8b104dc26331c3~tplv-resize:640:0.png,1606,"[70, 42.8]",长城汽车,233,中大型SUV,插电式混合动力,2024.02,5年或15万公里
吉利几何,吉利几何A,https://p3-dcd.byteimg.com/img/motor-mis-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,1574,"[18.38, 11.08]",吉利几何,234,紧凑型车,纯电动,2023.08,4年或15万公里
现代,现代ix35,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4759d1d531d7489dbb01a2bad3506c6b~tplv-resize:640:0.png,1574,"[14.58, 9.98]",北京现代,235,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
东风风神,东风风神E70,https://p9-dcd.byteimg.com/img/motor-mis-img/3645e5106165def002a7ab1f2300c71c~tplv-resize:640:0.png,1572,"[15.38, 14.28]",东风乘用车,236,紧凑型车,纯电动,2023.03,3年或30万公里
大众,揽境,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bf37b7018ff14ebd9f55a164daa4e2c4~tplv-resize:640:0.png,1555,"[31.99, 21.69]",一汽-大众,237,中大型SUV,汽油,2024.06,3年或10万公里
哪吒汽车,哪吒X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce9a2157eb844cfe81d8020bdbe80f9d~tplv-resize:640:0.png,1542,"[12.48, 8.98]",合众汽车,238,紧凑型SUV,纯电动,2024.08,4年或12万公里
福特,探险者,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/31302546ff654c8cb31296e9b85fe510~tplv-resize:640:0.png,1505,"[39.98, 29.98]",长安福特,239,中大型SUV,汽油,2022.09,3年或10万公里
荣威,荣威i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3deaa243484f4c34a254b5c212a8ad7a~tplv-resize:640:0.png,1494,"[7.29, 5.09]",上汽集团,240,紧凑型车,汽油,2023.07,4年或15万公里
北京汽车,北京EU5,https://p9-dcd.byteimg.com/img/motor-mis-img/fac9641308c9c3c9b23765bdcbdd6697~tplv-resize:640:0.png,1491,"[17.19, 12.99]",北京汽车,241,紧凑型车,纯电动,2022.09,3年或12万公里
领克,领克06 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b14beda740d47ea8db4e20cec55f377~tplv-resize:640:0.png,1330,"[14.28, 12.28]",领克,251,小型SUV,插电式混合动力,2023.11,5年或10万公里
奥迪,奥迪Q4 e-tron,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1830284b40ab4b27b72d12c96c731e08~tplv-resize:640:0.png,1301,"[25.33, 20]",一汽-大众奥迪,252,紧凑型SUV,纯电动,2023.11,3年或10万公里
比亚迪,唐EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e4eb3c18a9b4970b9fb9102879d383a~tplv-resize:640:0.png,1300,"[26.98, 21.98]",比亚迪,253,中型SUV,纯电动,2024.04,6年或15万公里
五菱汽车,五菱星驰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,1295,"[8.68, 5.68]",上汽通用五菱,254,小型SUV,汽油,2023.04,3年或10万公里
宝骏,云朵,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7956c20545c4c87ba29f4b30e6caaf9~tplv-resize:640:0.png,1267,"[14.58, 9.58]",上汽通用五菱,255,紧凑型车,纯电动,2023.08,3年或10万公里
起亚,起亚K3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png,1265,"[12.49, 8.29]",起亚,256,紧凑型车,汽油,2024.02,3年或10万公里
启辰,启辰VX6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de8d87c33dcb4bcbb18ea3db22b8462c~tplv-resize:640:0.png,1263,"[14.59, 12.89]",东风日产,257,紧凑型SUV,纯电动,2023.11,6年或15万公里
哈弗,哈弗M6,https://p9-dcd.byteimg.com/img/motor-mis-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,1243,"[6.69, 4.59]",长城汽车,258,紧凑型SUV,汽油,2023.03,3年或10万公里
福特,领睿,https://p3-dcd.byteimg.com/img/motor-mis-img/2e84d7b827ee1d79eea53e9aec7ff9de~tplv-resize:640:0.png,1222,"[12.98, 8.68]",江铃福特,259,中型SUV,汽油,2023.08,3年或10万公里
现代,索纳塔,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,1215,"[17.98, 13.28]",北京现代,260,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
星途,星途瑶光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe5ba41003f242d994ad0722c4a9e34a~tplv-resize:640:0.png,1174,"[18.68, 13.28]",星途,261,中型SUV,汽油,2024.07,3年或10万公里
长安,长安CS35 PLUS,https://p3-dcd.byteimg.com/img/motor-mis-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,1155,"[8.19, 6.99]",长安汽车,262,小型SUV,汽油,2023.09,3年或10万公里
启辰,启辰D60 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9defc15eb235673157d66da8cbba5273~tplv-resize:640:0.png,1153,"[13.78, 12.98]",东风日产,263,紧凑型车,纯电动,2022.10,3年或12万公里
日产,骐达TIIDA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,1153,"[10.59, 7.99]",东风日产,264,紧凑型车,汽油,2023.08,3年或10万公里
长安欧尚,长安欧尚Z6 iDD新能源,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9d2a56308a184ed89115a0b35d840d2e~tplv-resize:640:0.png,1135,"[14.58, 12.58]",长安汽车,265,紧凑型SUV,插电式混合动力,2023.06,3年或12万公里
宝马,宝马iX3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39eb11e1ba734c17b6a5b4c9762123ff~tplv-resize:640:0.png,1135,"[26.7, 23.7]",华晨宝马,266,中型SUV,纯电动,2024.01,3年或10万公里
大众,Polo,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a6ee19f8cb8b4ad8bab7f2b3cb0e4fa1~tplv-resize:640:0.png,1121,"[10.49, 7.09]",上汽大众,267,小型车,汽油,2023.05,3年或10万公里
比亚迪,护卫舰07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,1115,"[25.28, 16.98]",比亚迪,268,中型SUV,插电式混合动力,2024.03,6年或15万公里
捷达,捷达VS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de7a72b2eda044a7aaeff1eca92504c1~tplv-resize:640:0.png,1109,"[12.19, 8.79]",一汽-大众捷达,269,中型SUV,汽油,2024.04,3年或10万公里
林肯,林肯Z,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a0ec714df18440fa98cb7ce39a6d5213~tplv-resize:640:0.png,1102,"[34.38, 21.38]",长安林肯,270,中型车,汽油,2024.03,5年或14万公里
起亚,狮铂拓界,https://p3-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,1093,"[18.98, 13.18]",起亚,271,紧凑型SUV,汽油,2022.11,5年或10万公里
丰田,凌放HARRIER,https://p9-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,1075,"[25.88, 17.18]",一汽丰田,272,中型SUV,汽油,2023.05,3年或10万公里
蔚来,蔚来ET7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/044f2a2afda542c68162110525721908~tplv-resize:640:0.png,1071,"[51.6, 42.8]",蔚来,273,中大型车,纯电动,2024.04,3年或12万公里
领克,领克09 EM-P,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f29a0b794aff4900a5d45b49a9a667e3~tplv-resize:640:0.png,1063,"[33.29, 27.48]",领克,274,中大型SUV,插电式混合动力,2024.01,5年或10万公里
启辰,启辰D60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,1062,"[7.76, 6.66]",东风日产,275,紧凑型车,汽油,2023.02,3年或10万公里
五菱汽车,五菱星辰,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e365b62932e14542987c0ec29e807693~tplv-resize:640:0.png,1040,"[10.98, 6.88]",上汽通用五菱,276,紧凑型SUV,油电混合,2022.08,3年或10万公里
东风风行,风行星海V9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe4bf78eb9a443228981a116995fb7b6~tplv-resize:640:0.png,1035,"[27.99, 19.99]",东风风行,277,中大型MPV,插电式混合动力,2024.06,8年或16万公里
东风风行,菱智,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b4c5e581271490ab064442a9188b466~tplv-resize:640:0.png,1035,"[9.99, 5.99]",东风风行,278,中型MPV,汽油,2023.09,5年或10万公里
小鹏汽车,小鹏P7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/008ce8adb1ad4b24acfb8fade865172a~tplv-resize:640:0.png,1030,"[26.49, 19.39]",小鹏汽车,279,中型车,纯电动,2023.11,5年或12万公里
阿维塔,阿维塔 11,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83e370fa77b64c78a65c707b76b7415c~tplv-resize:640:0.png,1018,"[38.58, 29.58]",阿维塔科技,280,中大型SUV,纯电动,2024.04,5年或12万公里
东风奕派,eπ008,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/03f8bbc977b94d8e8b4a0ff935844d82~tplv-resize:640:0.png,1016,"[19.36, 18.86]",东风乘用车,281,中大型SUV,增程式,2024.06,3年或10万公里
广汽传祺,传祺E9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,1004,"[40.98, 31.98]",广汽乘用车,282,中大型MPV,插电式混合动力,2024.04,3年或10万公里
奔驰,奔驰V级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bb1047767b9e4323bf91566259a5cb03~tplv-resize:640:0.png,996,"[48.68, 32.88]",福建奔驰,283,中大型MPV,汽油,2022.12,3年或6万公里
长安,长安UNI-K,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,995,"[15.99, 12.99]",长安汽车,284,中型SUV,汽油,2023.11,3年或10万公里
江铃集团新能源,小麒麟,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d13f128f45534d52b3ea09b9214b96b2~tplv-resize:640:0.png,992,"[5.89, 4.99]",江铃集团新能源,285,微型车,纯电动,2023.08,3年或6万公里
荣威,荣威RX5,https://p3-dcd.byteimg.com/img/motor-mis-img/50e4ec0931df36a7ac8c841a023e5a60~tplv-resize:640:0.png,992,"[13.09, 7.49]",上汽集团,286,紧凑型SUV,汽油,2022.08,3年或10万公里
捷途,捷途山海L9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b9e5ca8991bf4b4e958169de5c91d192~tplv-resize:640:0.png,990,"[18.09, 15.89]",奇瑞汽车,287,中型SUV,插电式混合动力,2023.11,4年或10万公里
宝马,宝马i5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1081a6e139924a17a8a06e5a92353e23~tplv-resize:640:0.png,986,"[34.59, 31.99]",华晨宝马,288,中大型车,纯电动,2024.01,3年或10万公里
现代,库斯途,https://p3-dcd.byteimg.com/img/motor-mis-img/b8003b7e07498026bae4c0eef2ac8b4f~tplv-resize:640:0.png,983,"[19.88, 14.98]",北京现代,289,中大型MPV,汽油,2022.05,5年或10万公里
奇瑞,瑞虎5x,https://p3-dcd.byteimg.com/img/motor-mis-img/bf49fad02231fbc7c729f23640775a75~tplv-resize:640:0.png,973,"[10.19, 5.59]",奇瑞汽车,290,小型SUV,汽油,2024.04,3年或10万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,968,"[31.88, 16.38]",大运汽车,291,中型MPV,纯电动,2024.05,3年或12万公里
本田,飞度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b904c6bfc5094657bbcad15af499fd16~tplv-resize:640:0.png,961,"[9.68, 7.48]",广汽本田,292,小型车,汽油,2024.03,3年或10万公里
路虎,发现运动版,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/42df37a2a1d24acdb11be0f719bd8502~tplv-resize:640:0.png,929,"[29.8, 23.4]",奇瑞捷豹路虎,293,中型SUV,48V轻混系统,2024.07,3年或10万公里
标致,标致408,https://p3-dcd.byteimg.com/img/motor-mis-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png,929,"[10.67, 8.67]",东风标致,294,紧凑型车,汽油,2024.03,5年或15万公里
荣威,荣威D7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/279198c170654088bb304d89cfc3d72f~tplv-resize:640:0.png,915,"[20.08, 12.98]",上汽集团,295,中型车,纯电动,2024.03,6年或15万公里
别克,世纪,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c5b214e5d3fa4fa89c233743b464e318~tplv-resize:640:0.png,914,"[67.99, 45.99]",上汽通用别克,296,中大型MPV,48V轻混系统,2023.08,3年或10万公里
大众,威然,https://p3-dcd.byteimg.com/img/motor-mis-img/5dc411ad7f5c2d9d8d69255c864cfded~tplv-resize:640:0.png,880,"[34.28, 23.48]",上汽大众,301,中大型MPV,汽油,2023.08,3年或10万公里
林肯,冒险家,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9d39599a71b34b279c96d02bff066c3d~tplv-resize:640:0.png,880,"[32.58, 21.58]",长安林肯,302,紧凑型SUV,汽油,2024.03,5年或14万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,867,"[18.68, 13.48]",长安福特,303,紧凑型SUV,汽油,2023.08,3年或10万公里
本田,缤智,https://p9-dcd.byteimg.com/img/motor-mis-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png,860,"[11.49, 9.49]",广汽本田,304,小型SUV,汽油,2022.11,3年或10万公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/motor-mis-img/436afddc96adbf1bea9ad5e693d13a35~tplv-resize:640:0.png,841,"[14.99, 14.99]",长安汽车,305,紧凑型车,纯电动,2024.01,1年或12万公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,835,"[13.97, 12.97]",东风标致,306,紧凑型SUV,汽油,2024.07,3年或10万公里
极氪,ZEEKR X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87bf9e60731445798436e52d5c9c042d~tplv-resize:640:0.png,821,"[22, 17.9]",极氪,307,紧凑型SUV,纯电动,2024.07,4年或10万公里
比亚迪,海豹,https://p9-dcd.byteimg.com/img/motor-mis-img/d7ab3d316e19b29973be27d746df2fa9~tplv-resize:640:0.png,813,"[24.18, 17.18]",比亚迪,308,中型车,纯电动,2024.03,6年或15万公里
荣威,荣威D7 DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fde7c9bf8c4d47d2911c150aa53fc207~tplv-resize:640:0.png,811,"[12.58, 10.58]",上汽集团,309,中型车,插电式混合动力,2023.11,6年或15万公里
本田,本田UR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png,801,"[27.18, 18.88]",东风本田,310,中型SUV,汽油,2023.06,3年或10万公里
东风富康,e爱丽舍,https://p9-dcd.byteimg.com/img/motor-mis-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png,800,"[13.98, 12.98]",神龙汽车,311,紧凑型车,纯电动,2021.03,3年或12万公里
北汽制造,锐胜王牌M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,780,"[15.68, 5.78]",北京汽车制造厂,312,中大型MPV,汽油,2024.04,3年或6万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fbb2febc93054b269bd8eeb04935102c~tplv-resize:640:0.png,776,"[17.17, 13.17]",东风雪铁龙,313,中型车,汽油,2024.04,5年或15万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ddc1f2b0d2a54bd7beaf63f4c5fd5837~tplv-resize:640:0.png,770,"[46.36, 31.9]",北京奔驰,314,中大型SUV,纯电动,2024.04,3年不限公里
领克,领克09,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0517b57f07fd4c3ca9827b8ea279ec51~tplv-resize:640:0.png,769,"[23.48, 23.48]",领克,315,中大型SUV,48V轻混系统,2024.04,5年或10万公里
日产,探陆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png,760,"[27.78, 21.58]",东风日产,316,中大型SUV,汽油,2024.03,3年或10万公里
雪铁龙,天逸 C5 AIRCROSS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,759,"[17.77, 12.27]",东风雪铁龙,317,紧凑型SUV,汽油,2024.07,5年或15万公里
吉利汽车,帝豪L HiP,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7317c74acb8a4d00aa8ab358efb895fa~tplv-resize:640:0.png,758,"[12.68, 8.68]",吉利汽车,318,紧凑型车,插电式混合动力,2024.02,6年或15万公里
荣威,荣威D5X DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f76e3a9f0684a529d8a128efb9bb365~tplv-resize:640:0.png,747,"[13.68, 11.98]",上汽集团,319,紧凑型SUV,插电式混合动力,2024.05,6年或15万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,737,"[14.53, 12.83]",长城汽车,320,中型SUV,插电式混合动力,2024.03,6年或15万公里
别克,别克E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/433e3405bbac450d83a939bd75ae6c16~tplv-resize:640:0.png,728,"[18.39, 15.99]",上汽通用别克,321,中大型SUV,纯电动,2024.02,3年或10万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,726,"[9.08, 7.98]",上汽通用五菱,322,小型SUV,纯电动,2024.04,3年或10万公里
ARCFOX极狐,极狐 阿尔法S5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/62b8d4dd26a34ec78aa9741491e89c54~tplv-resize:640:0.png,715,"[18.5, 12.9]",北汽新能源,323,中型车,纯电动,2024.08,3年12万公里
上汽大通MAXUS,大通G50,https://p3-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,715,"[14.08, 7.78]",上汽大通,324,紧凑型MPV,汽油,2024.03,3年或6万公里
丰田,广汽丰田铂智4X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/07e52f01f31940cbbc530d237e7fc671~tplv-resize:640:0.png,714,"[21.88, 15.98]",广汽丰田,325,中型SUV,纯电动,2023.11,3年或10万公里
奥迪,奥迪Q2L,https://p3-dcd.byteimg.com/img/motor-mis-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,714,"[16.96, 14.48]",一汽-大众奥迪,326,小型SUV,汽油,2023.08,3年或10万公里
捷豹,捷豹XFL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png,714,"[32.68, 25.88]",奇瑞捷豹路虎,327,中大型车,汽油,2024.02,3年或10万公里
吉利汽车,吉利ICON,https://p9-dcd.byteimg.com/img/motor-mis-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,713,"[11.49, 9.49]",吉利汽车,328,小型SUV,汽油,2024.05,4年或10万公里
凌宝汽车,凌宝BOX,https://p3-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,703,"[6.88, 3.98]",吉麦新能源,329,微型车,纯电动,2024.01,3年或6万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,703,"[21.18, 18.8]",奇瑞捷豹路虎,330,中型车,汽油,2023.10,3年或10万公里
创维汽车,创维EV6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2aee6b1ce476409b809d1833fc185283~tplv-resize:640:0.png,650,"[32.98, 13.98]",创维汽车,341,中型SUV,纯电动,2024.07,5年或15万公里
创维汽车,创维HT-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1f797a0102ab4d71ad0d47e960463d35~tplv-resize:640:0.png,643,"[31.68, 12.58]",创维汽车,342,中型SUV,插电式混合动力,2024.03,5年或15万公里
马自达,马自达CX-50行也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cd69fe0e126842e7ac2d6c942972143f~tplv-resize:640:0.png,625,"[22.48, 14.48]",长安马自达,343,紧凑型SUV,汽油,2024.03,3年或10万公里
红旗,红旗HQ9,https://p9-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,621,"[53.88, 35.88]",一汽红旗,344,中大型MPV,48V轻混系统,2024.04,4年或10万公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,611,"[27.49, 19.69]",一汽-大众,345,中大型SUV,纯电动,2023.09,3年或10万公里
红旗,红旗H9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3f7da5ac79454bc29ccd01565f19ec35~tplv-resize:640:0.png,609,"[81, 25.98]",一汽红旗,346,中大型车,48V轻混系统,2024.04,4年或10万公里
东风风光,风光S560,https://p9-dcd.byteimg.com/img/motor-mis-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,607,"[7.89, 6.79]",东风小康,347,紧凑型SUV,汽油,2023.12,7年或15万公里
大运,悦虎,https://p3-dcd.byteimg.com/img/motor-mis-img/734908e2eb6373bc7e736fae703e25f6~tplv-resize:640:0.png,604,"[8.1, 5.78]",大运汽车,348,小型SUV,纯电动,2023.06,3年或12万公里
沃尔沃,沃尔沃XC60 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,604,"[46.39, 39.09]",沃尔沃亚太,349,中型SUV,插电式混合动力,2024.07,3年不限公里
奇瑞,瑞虎3x,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/824cad6766644142b83d4b33b9a3e824~tplv-resize:640:0.png,603,"[6.69, 4.69]",奇瑞汽车,350,小型SUV,汽油,2024.04,3年或10万公里
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,602,"[23.77, 19.97]",上汽通用凯迪拉克,351,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
起亚,起亚EV5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,594,"[22.58, 14.98]",起亚,352,紧凑型SUV,纯电动,2023.11,5年或10万公里
启辰,启辰大V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,593,"[11.48, 8.58]",东风日产,353,紧凑型SUV,汽油,2023.09,3年或10万公里
理想汽车,理想MEGA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d0437ce51fc94ffb8c4d700c169ce3f5~tplv-resize:640:0.png,589,"[52.98, 52.98]",理想汽车,354,大型MPV,纯电动,2024.03,5年或10万公⾥
极氪,ZEEKR 009,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/05e891a13ed246f8b3d28415a1735893~tplv-resize:640:0.png,586,"[78.9, 43.9]",极氪,355,中大型MPV,纯电动,2024.07,4年或10万公里
哪吒汽车,哪吒S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f5b33847b129473f8fd1ea7239dc73f5~tplv-resize:640:0.png,584,"[22.48, 15.48]",合众汽车,356,中大型车,增程式,2023.07,4年或12万公里
红旗,红旗H6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fa72daa861444c8898700a48cabab96b~tplv-resize:640:0.png,580,"[21.48, 15.48]",一汽红旗,357,中型车,汽油,2024.06,4年或10万公里
凯翼,炫界,https://p3-dcd.byteimg.com/img/motor-mis-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,572,"[9.49, 6.39]",凯翼汽车,358,小型SUV,汽油,2024.02,3年或10万公里
长安,长安UNI-V 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2795607979c740fa8e2e985fb2dc1a88~tplv-resize:640:0.png,549,"[12.69, 11.49]",长安汽车,359,紧凑型车,插电式混合动力,2024.04,3年或12万公里
领克,领克01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/827fe2deca1b48ec9ded3e921232183c~tplv-resize:640:0.png,541,"[18.38, 14.28]",领克,360,紧凑型SUV,汽油,2024.04,4年或10万公里
五菱汽车,五菱缤果PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4fd05310cc9a472db6fcc2462023852b~tplv-resize:640:0.png,540,"[9.88, 8.98]",上汽通用五菱,361,小型SUV,纯电动,2024.03,4年或15万公里
凯迪拉克,凯迪拉克XT6,https://p9-dcd.byteimg.com/img/motor-mis-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,535,"[42.97, 31.27]",上汽通用凯迪拉克,362,中大型SUV,48V轻混系统,2021.08,3年不限公里
